seed,split,sample_index
2,train,1406
2,train,1414
2,train,1418
2,train,1421
2,train,1422
2,train,1423
2,train,1425
2,train,1427
2,train,1432
2,train,1433
2,train,1435
2,train,1436
2,train,1440
2,train,1442
2,train,1444
2,train,1446
2,train,1447
2,train,1449
2,train,1453
2,train,1455
2,train,1456
2,train,1457
2,train,1461
2,train,1462
2,train,1463
2,train,1464
2,train,1465
2,train,1467
2,train,1468
2,train,1474
2,train,1478
2,train,1481
2,train,1482
2,train,1483
2,train,1484
2,train,1485
2,train,1486
2,train,1489
2,train,1491
2,train,1492
2,train,1493
2,train,1494
2,train,1495
2,train,1497
2,train,1499
2,train,1500
2,train,1502
2,train,1505
2,train,1509
2,train,1512
2,train,1514
2,train,1515
2,train,1516
2,train,1517
2,train,1518
2,train,1519
2,train,1521
2,train,1526
2,train,1527
2,train,1533
2,train,1535
2,train,1537
2,train,1538
2,train,1539
2,train,1540
2,train,1541
2,train,1544
2,train,1545
2,train,1549
2,train,1552
2,train,1555
2,train,1556
2,train,1558
2,train,1563
2,train,1564
2,train,1569
2,train,1574
2,train,1578
2,train,1579
2,train,1584
2,train,1585
2,train,1590
2,train,1591
2,train,1592
2,train,1597
2,train,1598
2,train,1600
2,train,1603
2,train,1607
2,train,1609
2,train,1610
2,train,1611
2,train,1617
2,train,1626
2,train,1627
2,train,1628
2,train,1633
2,train,1640
2,train,1644
2,train,1645
2,train,1651
2,train,1655
2,train,1658
2,train,1659
2,train,1661
2,train,1663
2,train,1664
2,train,1665
2,train,1668
2,train,1675
2,train,1678
2,train,1680
2,train,1683
2,train,1684
2,train,1685
2,train,1687
2,train,1696
2,train,1697
2,train,1699
2,train,1700
2,train,1707
2,train,1709
2,train,1711
2,train,1712
2,train,1716
2,train,1717
2,train,1718
2,train,1721
2,train,1722
2,train,1724
2,train,1725
2,train,1726
2,train,1734
2,train,1735
2,train,1736
2,train,1738
2,train,1744
2,train,1749
2,train,1750
2,train,1757
2,train,1762
2,train,1769
2,train,1770
2,train,1773
2,train,1775
2,train,1776
2,train,1777
2,train,1778
2,train,1780
2,train,1781
2,train,1782
2,train,1783
2,train,1785
2,train,1789
2,train,1791
2,train,1792
2,transfer,4
2,transfer,5
2,transfer,14
2,transfer,17
2,transfer,26
2,transfer,31
2,transfer,33
2,transfer,43
2,transfer,45
2,transfer,51
2,transfer,54
2,transfer,58
2,transfer,60
2,transfer,63
2,transfer,64
2,transfer,66
2,transfer,67
2,transfer,76
2,transfer,78
2,transfer,95
2,transfer,97
2,transfer,103
2,transfer,113
2,transfer,117
2,transfer,120
2,transfer,121
2,transfer,127
2,transfer,133
2,transfer,136
2,transfer,137
2,transfer,142
2,transfer,146
2,transfer,152
2,transfer,159
2,transfer,161
2,transfer,168
2,transfer,169
2,transfer,171
2,transfer,176
2,transfer,182
2,transfer,183
2,transfer,185
2,transfer,191
2,transfer,200
2,transfer,201
2,transfer,202
2,transfer,212
2,transfer,213
2,transfer,214
2,transfer,226
2,transfer,236
2,transfer,239
2,transfer,240
2,transfer,243
2,transfer,249
2,transfer,253
2,transfer,257
2,transfer,258
2,transfer,268
2,transfer,270
2,transfer,273
2,transfer,275
2,transfer,288
2,transfer,299
2,transfer,304
2,transfer,308
2,transfer,312
2,transfer,313
2,transfer,317
2,transfer,324
2,transfer,329
2,transfer,336
2,transfer,343
2,transfer,349
2,transfer,353
2,transfer,357
2,transfer,360
2,transfer,361
2,transfer,369
2,transfer,371
2,transfer,375
2,transfer,382
2,transfer,386
2,transfer,387
2,transfer,388
2,transfer,391
2,transfer,397
2,transfer,398
2,transfer,400
2,transfer,403
2,transfer,419
2,transfer,420
2,transfer,421
2,transfer,427
2,transfer,439
2,transfer,445
2,transfer,447
2,transfer,454
2,transfer,458
2,transfer,460
2,transfer,465
2,transfer,471
2,transfer,477
2,transfer,482
2,transfer,484
2,transfer,489
2,transfer,494
2,transfer,501
2,transfer,512
2,transfer,514
2,transfer,516
2,transfer,519
2,transfer,524
2,transfer,531
2,transfer,548
2,transfer,549
2,transfer,557
2,transfer,559
2,transfer,576
2,transfer,581
2,transfer,586
2,transfer,588
2,transfer,593
2,transfer,601
2,transfer,603
2,transfer,606
2,transfer,621
2,transfer,626
2,transfer,627
2,transfer,633
2,transfer,635
2,transfer,643
2,transfer,645
2,transfer,658
2,transfer,662
2,transfer,664
2,transfer,675
2,transfer,677
2,transfer,679
2,transfer,687
2,transfer,691
2,transfer,692
2,transfer,704
2,transfer,705
2,transfer,709
2,transfer,711
2,transfer,713
2,transfer,716
2,transfer,725
2,transfer,728
2,transfer,732
2,transfer,736
2,transfer,745
2,transfer,756
2,transfer,772
2,transfer,774
2,transfer,810
2,transfer,817
2,transfer,818
2,transfer,821
2,transfer,823
2,transfer,824
2,transfer,826
2,transfer,829
2,transfer,830
2,transfer,853
2,transfer,855
2,transfer,856
2,transfer,860
2,transfer,863
2,transfer,865
2,transfer,866
2,transfer,868
2,transfer,871
2,transfer,872
2,transfer,873
2,transfer,876
2,transfer,881
2,transfer,882
2,transfer,894
2,transfer,898
2,transfer,901
2,transfer,905
2,transfer,906
2,transfer,908
2,transfer,914
2,transfer,918
2,transfer,926
2,transfer,927
2,transfer,928
2,transfer,930
2,transfer,937
2,transfer,940
2,transfer,942
2,transfer,944
2,transfer,957
2,transfer,958
2,transfer,968
2,transfer,973
2,transfer,981
2,transfer,984
2,transfer,994
2,transfer,997
2,transfer,1008
2,transfer,1009
2,transfer,1017
2,transfer,1018
2,transfer,1024
2,transfer,1025
2,transfer,1029
2,transfer,1037
2,transfer,1039
2,transfer,1044
2,transfer,1045
2,transfer,1046
2,transfer,1047
2,transfer,1057
2,transfer,1058
2,transfer,1059
2,transfer,1060
2,transfer,1062
2,transfer,1065
2,transfer,1075
2,transfer,1083
2,transfer,1084
2,transfer,1095
2,transfer,1103
2,transfer,1108
2,transfer,1115
2,transfer,1125
2,transfer,1130
2,transfer,1134
2,transfer,1136
2,transfer,1151
2,transfer,1155
2,transfer,1158
2,transfer,1168
2,transfer,1170
2,transfer,1176
2,transfer,1177
2,transfer,1183
2,transfer,1194
2,transfer,1201
2,transfer,1210
2,transfer,1211
2,transfer,1221
2,transfer,1229
2,transfer,1231
2,transfer,1236
2,transfer,1238
2,transfer,1240
2,transfer,1244
2,transfer,1246
2,transfer,1252
2,transfer,1259
2,transfer,1267
2,transfer,1269
2,transfer,1270
2,transfer,1273
2,transfer,1285
2,transfer,1287
2,transfer,1288
2,transfer,1295
2,transfer,1305
2,transfer,1309
2,transfer,1310
2,transfer,1314
2,transfer,1328
2,transfer,1329
2,transfer,1336
2,transfer,1339
2,transfer,1345
2,transfer,1357
2,transfer,1364
2,transfer,1366
2,transfer,1369
2,transfer,1376
2,transfer,1380
2,transfer,1388
2,transfer,1404
2,transfer,1409
2,transfer,1410
2,transfer,1411
2,transfer,1412
2,transfer,1415
2,transfer,1416
2,transfer,1417
2,transfer,1420
2,transfer,1424
2,transfer,1426
2,transfer,1438
2,transfer,1441
2,transfer,1443
2,transfer,1445
2,transfer,1450
2,transfer,1459
2,transfer,1460
2,transfer,1473
2,transfer,1475
2,transfer,1476
2,transfer,1477
2,transfer,1487
2,transfer,1511
2,transfer,1513
2,transfer,1522
2,transfer,1532
2,transfer,1534
2,transfer,1543
2,transfer,1547
2,transfer,1548
2,transfer,1553
2,transfer,1554
2,transfer,1557
2,transfer,1559
2,transfer,1566
2,transfer,1572
2,transfer,1577
2,transfer,1582
2,transfer,1587
2,transfer,1588
2,transfer,1593
2,transfer,1595
2,transfer,1601
2,transfer,1608
2,transfer,1612
2,transfer,1622
2,transfer,1623
2,transfer,1649
2,transfer,1650
2,transfer,1653
2,transfer,1657
2,transfer,1669
2,transfer,1671
2,transfer,1677
2,transfer,1682
2,transfer,1689
2,transfer,1695
2,transfer,1701
2,transfer,1702
2,transfer,1710
2,transfer,1714
2,transfer,1719
2,transfer,1720
2,transfer,1723
2,transfer,1731
2,transfer,1732
2,transfer,1733
2,transfer,1739
2,transfer,1741
2,transfer,1743
2,transfer,1748
2,transfer,1754
2,transfer,1756
2,transfer,1763
2,transfer,1764
2,transfer,1768
2,transfer,1786
2,transfer,1790
2,transfer,1794
2,validation,2
2,validation,15
2,validation,19
2,validation,21
2,validation,24
2,validation,29
2,validation,36
2,validation,38
2,validation,44
2,validation,47
2,validation,53
2,validation,55
2,validation,56
2,validation,62
2,validation,68
2,validation,84
2,validation,87
2,validation,88
2,validation,94
2,validation,104
2,validation,105
2,validation,111
2,validation,116
2,validation,134
2,validation,141
2,validation,148
2,validation,160
2,validation,162
2,validation,165
2,validation,166
2,validation,173
2,validation,180
2,validation,186
2,validation,199
2,validation,203
2,validation,207
2,validation,211
2,validation,216
2,validation,220
2,validation,224
2,validation,225
2,validation,230
2,validation,232
2,validation,233
2,validation,238
2,validation,244
2,validation,245
2,validation,246
2,validation,248
2,validation,250
2,validation,251
2,validation,259
2,validation,262
2,validation,277
2,validation,284
2,validation,290
2,validation,292
2,validation,297
2,validation,305
2,validation,306
2,validation,309
2,validation,310
2,validation,311
2,validation,316
2,validation,318
2,validation,320
2,validation,323
2,validation,328
2,validation,341
2,validation,342
2,validation,350
2,validation,352
2,validation,358
2,validation,359
2,validation,362
2,validation,363
2,validation,364
2,validation,367
2,validation,385
2,validation,389
2,validation,396
2,validation,399
2,validation,401
2,validation,404
2,validation,414
2,validation,418
2,validation,437
2,validation,438
2,validation,443
2,validation,451
2,validation,453
2,validation,455
2,validation,456
2,validation,457
2,validation,469
2,validation,470
2,validation,473
2,validation,475
2,validation,480
2,validation,487
2,validation,488
2,validation,491
2,validation,493
2,validation,496
2,validation,500
2,validation,502
2,validation,503
2,validation,509
2,validation,511
2,validation,517
2,validation,520
2,validation,527
2,validation,537
2,validation,544
2,validation,545
2,validation,546
2,validation,554
2,validation,565
2,validation,571
2,validation,572
2,validation,582
2,validation,585
2,validation,589
2,validation,592
2,validation,596
2,validation,598
2,validation,599
2,validation,604
2,validation,614
2,validation,617
2,validation,618
2,validation,619
2,validation,625
2,validation,634
2,validation,636
2,validation,638
2,validation,651
2,validation,653
2,validation,661
2,validation,666
2,validation,673
2,validation,676
2,validation,681
2,validation,685
2,validation,689
2,validation,697
2,validation,699
2,validation,701
2,validation,703
2,validation,707
2,validation,708
2,validation,714
2,validation,721
2,validation,723
2,validation,724
2,validation,730
2,validation,741
2,validation,742
2,validation,748
2,validation,758
2,validation,759
2,validation,765
2,validation,773
2,validation,778
2,validation,779
2,validation,791
2,validation,800
2,validation,802
2,validation,808
2,validation,816
2,validation,822
2,validation,825
2,validation,836
2,validation,837
2,validation,839
2,validation,842
2,validation,844
2,validation,848
2,validation,852
2,validation,857
2,validation,870
2,validation,878
2,validation,883
2,validation,886
2,validation,887
2,validation,888
2,validation,897
2,validation,902
2,validation,910
2,validation,915
2,validation,919
2,validation,921
2,validation,923
2,validation,929
2,validation,932
2,validation,953
2,validation,956
2,validation,959
2,validation,962
2,validation,970
2,validation,974
2,validation,977
2,validation,979
2,validation,980
2,validation,989
2,validation,990
2,validation,999
2,validation,1000
2,validation,1005
2,validation,1013
2,validation,1030
2,validation,1032
2,validation,1035
2,validation,1040
2,validation,1041
2,validation,1054
2,validation,1068
2,validation,1069
2,validation,1072
2,validation,1078
2,validation,1079
2,validation,1092
2,validation,1094
2,validation,1106
2,validation,1107
2,validation,1109
2,validation,1112
2,validation,1116
2,validation,1117
2,validation,1121
2,validation,1122
2,validation,1124
2,validation,1135
2,validation,1142
2,validation,1146
2,validation,1149
2,validation,1160
2,validation,1161
2,validation,1164
2,validation,1169
2,validation,1172
2,validation,1186
2,validation,1189
2,validation,1196
2,validation,1202
2,validation,1207
2,validation,1213
2,validation,1217
2,validation,1223
2,validation,1227
2,validation,1232
2,validation,1242
2,validation,1243
2,validation,1255
2,validation,1279
2,validation,1280
2,validation,1290
2,validation,1293
2,validation,1300
2,validation,1306
2,validation,1307
2,validation,1308
2,validation,1324
2,validation,1325
2,validation,1327
2,validation,1334
2,validation,1340
2,validation,1346
2,validation,1348
2,validation,1351
2,validation,1359
2,validation,1360
2,validation,1362
2,validation,1365
2,validation,1367
2,validation,1370
2,validation,1371
2,validation,1382
2,validation,1383
2,validation,1384
2,validation,1385
2,validation,1386
2,validation,1387
2,validation,1391
2,validation,1407
2,validation,1408
2,validation,1419
2,validation,1430
2,validation,1431
2,validation,1434
2,validation,1451
2,validation,1452
2,validation,1469
2,validation,1480
2,validation,1496
2,validation,1503
2,validation,1530
2,validation,1531
2,validation,1536
2,validation,1560
2,validation,1561
2,validation,1562
2,validation,1568
2,validation,1570
2,validation,1573
2,validation,1575
2,validation,1580
2,validation,1581
2,validation,1583
2,validation,1586
2,validation,1589
2,validation,1599
2,validation,1613
2,validation,1616
2,validation,1618
2,validation,1619
2,validation,1621
2,validation,1624
2,validation,1631
2,validation,1632
2,validation,1636
2,validation,1637
2,validation,1638
2,validation,1639
2,validation,1641
2,validation,1642
2,validation,1643
2,validation,1647
2,validation,1652
2,validation,1662
2,validation,1666
2,validation,1667
2,validation,1670
2,validation,1673
2,validation,1674
2,validation,1676
2,validation,1681
2,validation,1686
2,validation,1691
2,validation,1693
2,validation,1698
2,validation,1704
2,validation,1715
2,validation,1727
2,validation,1740
2,validation,1745
2,validation,1747
2,validation,1752
2,validation,1753
2,validation,1755
2,validation,1758
2,validation,1761
2,validation,1766
2,validation,1772
2,validation,1779
2,validation,1784
2,validation,1787
2,validation,1788
2,validation,1793
2,validation,1795
2,test,7
2,test,10
2,test,11
2,test,18
2,test,22
2,test,39
2,test,40
2,test,41
2,test,46
2,test,61
2,test,69
2,test,70
2,test,72
2,test,73
2,test,77
2,test,79
2,test,83
2,test,85
2,test,89
2,test,91
2,test,99
2,test,100
2,test,109
2,test,115
2,test,118
2,test,124
2,test,135
2,test,144
2,test,150
2,test,155
2,test,156
2,test,164
2,test,172
2,test,174
2,test,175
2,test,178
2,test,179
2,test,195
2,test,198
2,test,206
2,test,208
2,test,218
2,test,221
2,test,223
2,test,241
2,test,256
2,test,261
2,test,267
2,test,282
2,test,283
2,test,285
2,test,294
2,test,296
2,test,300
2,test,301
2,test,319
2,test,321
2,test,338
2,test,348
2,test,351
2,test,370
2,test,372
2,test,373
2,test,374
2,test,379
2,test,384
2,test,395
2,test,407
2,test,408
2,test,412
2,test,422
2,test,426
2,test,429
2,test,431
2,test,432
2,test,441
2,test,442
2,test,450
2,test,459
2,test,463
2,test,472
2,test,479
2,test,481
2,test,486
2,test,492
2,test,495
2,test,507
2,test,518
2,test,522
2,test,525
2,test,533
2,test,538
2,test,539
2,test,542
2,test,543
2,test,552
2,test,560
2,test,569
2,test,570
2,test,577
2,test,583
2,test,584
2,test,587
2,test,591
2,test,594
2,test,602
2,test,609
2,test,612
2,test,615
2,test,616
2,test,622
2,test,623
2,test,632
2,test,637
2,test,654
2,test,659
2,test,672
2,test,674
2,test,680
2,test,682
2,test,683
2,test,684
2,test,686
2,test,694
2,test,696
2,test,700
2,test,712
2,test,717
2,test,718
2,test,720
2,test,731
2,test,735
2,test,737
2,test,746
2,test,747
2,test,749
2,test,754
2,test,755
2,test,761
2,test,766
2,test,768
2,test,771
2,test,780
2,test,783
2,test,784
2,test,787
2,test,790
2,test,792
2,test,794
2,test,795
2,test,796
2,test,798
2,test,806
2,test,807
2,test,809
2,test,812
2,test,813
2,test,820
2,test,828
2,test,832
2,test,834
2,test,838
2,test,841
2,test,843
2,test,849
2,test,850
2,test,854
2,test,861
2,test,862
2,test,874
2,test,880
2,test,884
2,test,889
2,test,893
2,test,895
2,test,900
2,test,907
2,test,916
2,test,920
2,test,922
2,test,924
2,test,931
2,test,933
2,test,934
2,test,946
2,test,947
2,test,948
2,test,965
2,test,966
2,test,971
2,test,976
2,test,983
2,test,985
2,test,987
2,test,993
2,test,1001
2,test,1003
2,test,1010
2,test,1022
2,test,1026
2,test,1027
2,test,1038
2,test,1043
2,test,1049
2,test,1050
2,test,1055
2,test,1056
2,test,1064
2,test,1067
2,test,1080
2,test,1082
2,test,1091
2,test,1104
2,test,1105
2,test,1110
2,test,1114
2,test,1118
2,test,1119
2,test,1123
2,test,1126
2,test,1138
2,test,1141
2,test,1143
2,test,1144
2,test,1147
2,test,1148
2,test,1156
2,test,1157
2,test,1159
2,test,1166
2,test,1173
2,test,1180
2,test,1181
2,test,1182
2,test,1187
2,test,1188
2,test,1191
2,test,1192
2,test,1193
2,test,1195
2,test,1199
2,test,1209
2,test,1212
2,test,1216
2,test,1220
2,test,1222
2,test,1224
2,test,1237
2,test,1253
2,test,1256
2,test,1257
2,test,1260
2,test,1261
2,test,1262
2,test,1265
2,test,1268
2,test,1271
2,test,1274
2,test,1283
2,test,1284
2,test,1289
2,test,1298
2,test,1299
2,test,1313
2,test,1320
2,test,1322
2,test,1330
2,test,1331
2,test,1332
2,test,1335
2,test,1343
2,test,1353
2,test,1354
2,test,1355
2,test,1356
2,test,1379
2,test,1390
2,test,1392
2,test,1399
2,test,1403
2,test,1413
2,test,1428
2,test,1429
2,test,1437
2,test,1439
2,test,1448
2,test,1454
2,test,1458
2,test,1466
2,test,1470
2,test,1471
2,test,1472
2,test,1479
2,test,1488
2,test,1490
2,test,1498
2,test,1501
2,test,1504
2,test,1506
2,test,1507
2,test,1508
2,test,1510
2,test,1520
2,test,1523
2,test,1524
2,test,1525
2,test,1528
2,test,1529
2,test,1542
2,test,1546
2,test,1550
2,test,1551
2,test,1565
2,test,1567
2,test,1571
2,test,1576
2,test,1594
2,test,1596
2,test,1602
2,test,1604
2,test,1605
2,test,1606
2,test,1614
2,test,1615
2,test,1620
2,test,1625
2,test,1629
2,test,1630
2,test,1634
2,test,1635
2,test,1646
2,test,1648
2,test,1654
2,test,1656
2,test,1660
2,test,1672
2,test,1679
2,test,1688
2,test,1690
2,test,1692
2,test,1694
2,test,1703
2,test,1705
2,test,1706
2,test,1708
2,test,1713
2,test,1728
2,test,1729
2,test,1730
2,test,1737
2,test,1742
2,test,1746
2,test,1751
2,test,1759
2,test,1760
2,test,1765
2,test,1767
2,test,1771
2,test,1774
2,test,1796
3,train,2
3,train,7
3,train,9
3,train,11
3,train,12
3,train,16
3,train,18
3,train,21
3,train,23
3,train,24
3,train,26
3,train,27
3,train,28
3,train,30
3,train,32
3,train,35
3,train,36
3,train,40
3,train,44
3,train,48
3,train,49
3,train,50
3,train,57
3,train,60
3,train,62
3,train,63
3,train,65
3,train,66
3,train,69
3,train,72
3,train,75
3,train,77
3,train,82
3,train,85
3,train,87
3,train,89
3,train,91
3,train,93
3,train,94
3,train,106
3,train,109
3,train,111
3,train,112
3,train,113
3,train,118
3,train,119
3,train,121
3,train,122
3,train,126
3,train,127
3,train,129
3,train,131
3,train,132
3,train,134
3,train,137
3,train,138
3,train,140
3,train,142
3,train,144
3,train,147
3,train,148
3,train,150
3,train,151
3,train,155
3,train,158
3,train,164
3,train,165
3,train,166
3,train,167
3,train,168
3,train,169
3,train,172
3,train,175
3,train,177
3,train,180
3,train,181
3,train,183
3,train,188
3,train,190
3,train,193
3,train,194
3,train,196
3,train,197
3,train,203
3,train,204
3,train,208
3,train,209
3,train,210
3,train,212
3,train,216
3,train,219
3,train,220
3,train,221
3,train,223
3,train,225
3,train,227
3,train,229
3,train,232
3,train,234
3,train,237
3,train,238
3,train,242
3,train,245
3,train,247
3,train,250
3,train,252
3,train,253
3,train,261
3,train,262
3,train,263
3,train,266
3,train,267
3,train,268
3,train,275
3,train,277
3,train,280
3,train,284
3,train,288
3,train,289
3,train,294
3,train,295
3,train,297
3,train,301
3,train,302
3,train,304
3,train,309
3,train,310
3,train,312
3,train,314
3,train,316
3,train,320
3,train,321
3,train,322
3,train,324
3,train,325
3,train,328
3,train,329
3,train,333
3,train,336
3,train,339
3,train,343
3,train,347
3,train,348
3,train,353
3,train,355
3,train,358
3,train,361
3,train,363
3,train,364
3,train,365
3,train,368
3,train,369
3,train,371
3,train,372
3,train,373
3,train,374
3,train,377
3,train,378
3,train,380
3,train,382
3,train,385
3,train,388
3,train,394
3,train,395
3,train,396
3,train,399
3,train,401
3,train,402
3,train,403
3,train,405
3,train,406
3,train,408
3,train,410
3,train,415
3,train,416
3,train,420
3,train,422
3,train,432
3,train,439
3,train,441
3,train,442
3,train,443
3,train,448
3,train,449
3,train,450
3,train,451
3,train,452
3,train,457
3,train,458
3,train,459
3,train,469
3,train,476
3,train,477
3,train,481
3,train,484
3,train,485
3,train,489
3,train,490
3,train,491
3,train,493
3,train,494
3,train,497
3,train,498
3,train,501
3,train,503
3,train,504
3,train,505
3,train,508
3,train,510
3,train,512
3,train,514
3,train,520
3,train,522
3,train,523
3,train,525
3,train,526
3,train,527
3,train,528
3,train,531
3,train,537
3,train,544
3,train,549
3,train,556
3,train,558
3,train,563
3,train,564
3,train,565
3,train,569
3,train,570
3,train,574
3,train,575
3,train,576
3,train,580
3,train,581
3,train,582
3,train,585
3,train,589
3,train,596
3,train,598
3,train,600
3,train,603
3,train,604
3,train,605
3,train,606
3,train,609
3,train,611
3,train,612
3,train,615
3,train,616
3,train,617
3,train,619
3,train,625
3,train,627
3,train,628
3,train,629
3,train,630
3,train,634
3,train,635
3,train,637
3,train,639
3,train,641
3,train,642
3,train,644
3,train,645
3,train,653
3,train,657
3,train,660
3,train,661
3,train,662
3,train,666
3,train,668
3,train,673
3,train,675
3,train,683
3,train,684
3,train,685
3,train,687
3,train,690
3,train,691
3,train,692
3,train,694
3,train,695
3,train,696
3,train,698
3,train,699
3,train,701
3,train,704
3,train,708
3,train,718
3,train,719
3,train,720
3,train,722
3,train,723
3,train,730
3,train,731
3,train,732
3,train,733
3,train,734
3,train,735
3,train,736
3,train,737
3,train,742
3,train,746
3,train,748
3,train,752
3,train,756
3,train,757
3,train,758
3,train,759
3,train,762
3,train,767
3,train,768
3,train,771
3,train,772
3,train,774
3,train,776
3,train,781
3,train,783
3,train,785
3,train,788
3,train,789
3,train,794
3,train,797
3,train,799
3,train,804
3,train,811
3,train,812
3,train,813
3,train,818
3,train,819
3,train,822
3,train,823
3,train,829
3,train,832
3,train,835
3,train,837
3,train,839
3,train,840
3,train,842
3,train,843
3,train,844
3,train,846
3,train,847
3,train,848
3,train,849
3,train,852
3,train,853
3,train,854
3,train,857
3,train,859
3,train,861
3,train,862
3,train,865
3,train,868
3,train,869
3,train,871
3,train,872
3,train,873
3,train,877
3,train,878
3,train,879
3,train,880
3,train,890
3,train,891
3,train,893
3,train,894
3,train,895
3,train,896
3,train,897
3,train,898
3,train,905
3,train,907
3,train,908
3,train,909
3,train,910
3,train,918
3,train,921
3,train,922
3,train,925
3,train,927
3,train,929
3,train,931
3,train,936
3,train,938
3,train,939
3,train,944
3,train,945
3,train,946
3,train,948
3,train,951
3,train,952
3,train,958
3,train,962
3,train,965
3,train,966
3,train,973
3,train,978
3,train,981
3,train,986
3,train,987
3,train,990
3,train,992
3,train,994
3,train,995
3,train,998
3,train,999
3,train,1004
3,train,1006
3,train,1007
3,train,1009
3,train,1010
3,train,1011
3,train,1013
3,train,1014
3,train,1016
3,train,1017
3,train,1020
3,train,1029
3,train,1030
3,train,1032
3,train,1033
3,train,1034
3,train,1037
3,train,1038
3,train,1040
3,train,1045
3,train,1046
3,train,1050
3,train,1054
3,train,1057
3,train,1061
3,train,1064
3,train,1065
3,train,1066
3,train,1071
3,train,1073
3,train,1080
3,train,1081
3,train,1085
3,train,1086
3,train,1090
3,train,1091
3,train,1093
3,train,1098
3,train,1100
3,train,1101
3,train,1112
3,train,1113
3,train,1115
3,train,1116
3,train,1117
3,train,1118
3,train,1120
3,train,1121
3,train,1122
3,train,1126
3,train,1128
3,train,1131
3,train,1132
3,train,1133
3,train,1134
3,train,1138
3,train,1140
3,train,1151
3,train,1152
3,train,1154
3,train,1162
3,train,1169
3,train,1170
3,train,1172
3,train,1174
3,train,1176
3,train,1179
3,train,1182
3,train,1184
3,train,1185
3,train,1191
3,train,1192
3,train,1193
3,train,1195
3,train,1198
3,train,1200
3,train,1201
3,train,1203
3,train,1204
3,train,1206
3,train,1211
3,train,1214
3,train,1215
3,train,1217
3,train,1218
3,train,1219
3,train,1221
3,train,1222
3,train,1224
3,train,1225
3,train,1228
3,train,1231
3,train,1234
3,train,1242
3,train,1244
3,train,1246
3,train,1248
3,train,1250
3,train,1251
3,train,1253
3,train,1255
3,train,1256
3,train,1259
3,train,1261
3,train,1265
3,train,1266
3,train,1267
3,train,1268
3,train,1269
3,train,1270
3,train,1271
3,train,1272
3,train,1273
3,train,1275
3,train,1276
3,train,1278
3,train,1283
3,train,1284
3,train,1288
3,train,1289
3,train,1291
3,train,1292
3,train,1306
3,train,1312
3,train,1316
3,train,1318
3,train,1320
3,train,1321
3,train,1324
3,train,1326
3,train,1330
3,train,1332
3,train,1333
3,train,1335
3,train,1336
3,train,1338
3,train,1339
3,train,1341
3,train,1344
3,train,1345
3,train,1353
3,train,1354
3,train,1356
3,train,1359
3,train,1360
3,train,1361
3,train,1362
3,train,1363
3,train,1366
3,train,1368
3,train,1370
3,train,1382
3,train,1386
3,train,1390
3,train,1391
3,train,1393
3,train,1394
3,train,1396
3,train,1398
3,train,1399
3,train,1401
3,train,1403
3,train,1405
3,train,1408
3,train,1410
3,train,1412
3,train,1417
3,train,1418
3,train,1419
3,train,1423
3,train,1424
3,train,1425
3,train,1433
3,train,1438
3,train,1441
3,train,1444
3,train,1445
3,train,1446
3,train,1448
3,train,1451
3,train,1457
3,train,1460
3,train,1461
3,train,1462
3,train,1464
3,train,1465
3,train,1467
3,train,1469
3,train,1471
3,train,1472
3,train,1474
3,train,1476
3,train,1478
3,train,1481
3,train,1484
3,train,1488
3,train,1489
3,train,1490
3,train,1491
3,train,1492
3,train,1496
3,train,1502
3,train,1506
3,train,1511
3,train,1516
3,train,1517
3,train,1521
3,train,1523
3,train,1524
3,train,1526
3,train,1528
3,train,1529
3,train,1530
3,train,1533
3,train,1536
3,train,1537
3,train,1539
3,train,1540
3,train,1542
3,train,1543
3,train,1545
3,train,1550
3,train,1551
3,train,1552
3,train,1553
3,train,1555
3,train,1559
3,train,1563
3,train,1565
3,train,1568
3,train,1570
3,train,1571
3,train,1572
3,train,1578
3,train,1579
3,train,1583
3,train,1588
3,train,1589
3,train,1590
3,train,1595
3,train,1598
3,train,1599
3,train,1600
3,train,1601
3,train,1603
3,train,1604
3,train,1612
3,train,1614
3,train,1615
3,train,1616
3,train,1620
3,train,1621
3,train,1622
3,train,1625
3,train,1626
3,train,1627
3,train,1628
3,train,1631
3,train,1633
3,train,1636
3,train,1637
3,train,1638
3,train,1642
3,train,1643
3,train,1644
3,train,1647
3,train,1648
3,train,1649
3,train,1652
3,train,1653
3,train,1658
3,train,1659
3,train,1660
3,train,1663
3,train,1664
3,train,1667
3,train,1668
3,train,1673
3,train,1675
3,train,1678
3,train,1679
3,train,1680
3,train,1686
3,train,1689
3,train,1698
3,train,1699
3,train,1701
3,train,1704
3,train,1705
3,train,1712
3,train,1714
3,train,1716
3,train,1717
3,train,1720
3,train,1721
3,train,1722
3,train,1723
3,train,1725
3,train,1728
3,train,1731
3,train,1740
3,train,1748
3,train,1750
3,train,1756
3,train,1760
3,train,1761
3,train,1765
3,train,1768
3,train,1769
3,train,1788
3,train,1789
3,train,1793
3,transfer,3
3,transfer,4
3,transfer,6
3,transfer,10
3,transfer,19
3,transfer,34
3,transfer,39
3,transfer,43
3,transfer,47
3,transfer,53
3,transfer,58
3,transfer,68
3,transfer,70
3,transfer,71
3,transfer,73
3,transfer,78
3,transfer,88
3,transfer,92
3,transfer,95
3,transfer,98
3,transfer,107
3,transfer,108
3,transfer,110
3,transfer,115
3,transfer,125
3,transfer,133
3,transfer,135
3,transfer,139
3,transfer,149
3,transfer,152
3,transfer,161
